zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
21824,84,A & N Electric Coop,MD,Bundled,Cooperative,0.12720588235294117,0,0.12028596961572832
21866,84,A & N Electric Coop,MD,Bundled,Cooperative,0.12720588235294117,0,0.12028596961572832
23345,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23347,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23341,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23313,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23310,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23316,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23407,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23404,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23405,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23401,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23408,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23409,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23488,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23486,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23482,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23483,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23480,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23336,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23337,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23429,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23426,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23420,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23421,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23422,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23423,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23301,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23303,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23302,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23307,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23306,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23389,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23356,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23357,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23354,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23350,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23415,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23414,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23417,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23416,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23410,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23413,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23412,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23419,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23418,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23358,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23359,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23442,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23443,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23440,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23441,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23395,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23398,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23399,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23308,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
23396,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10983879554768657,0.08916554429935,0.1173313465646087
62376,97,Adams Electric Coop,IL,Bundled,Cooperative,0.10187032172693698,0,0.1407874308086945
62319,97,Adams Electric Coop,IL,Bundled,Cooperative,0.10187032172693698,0,0.1407874308086945
62311,97,Adams Electric Coop,IL,Bundled,Cooperative,0.10187032172693698,0,0.1407874308086945
62346,97,Adams Electric Coop,IL,Bundled,Cooperative,0.10187032172693698,0,0.1407874308086945
62347,97,Adams Electric Coop,IL,Bundled,Cooperative,0.10187032172693698,0,0.1407874308086945
62344,97,Adams Electric Coop,IL,Bundled,Cooperative,0.10187032172693698,0,0.1407874308086945
62349,97,Adams Electric Coop,IL,Bundled,Cooperative,0.10187032172693698,0,0.1407874308086945
62325,97,Adams Electric Coop,IL,Bundled,Cooperative,0.10187032172693698,0,0.1407874308086945
62338,97,Adams Electric Coop,IL,Bundled,Cooperative,0.10187032172693698,0,0.1407874308086945
62360,97,Adams Electric Coop,IL,Bundled,Cooperative,0.10187032172693698,0,0.1407874308086945
62365,97,Adams Electric Coop,IL,Bundled,Cooperative,0.10187032172693698,0,0.1407874308086945
62351,97,Adams Electric Coop,IL,Bundled,Cooperative,0.10187032172693698,0,0.1407874308086945
62359,97,Adams Electric Coop,IL,Bundled,Cooperative,0.10187032172693698,0,0.1407874308086945
53952,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.124210732636118,0.089879905148015,0.1554497979892238
53954,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.124210732636118,0.089879905148015,0.1554497979892238
53932,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.124210732636118,0.089879905148015,0.1554497979892238
53936,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.124210732636118,0.089879905148015,0.1554497979892238
54976,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.124210732636118,0.089879905148015,0.1554497979892238
54943,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.124210732636118,0.089879905148015,0.1554497979892238
53913,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.124210732636118,0.089879905148015,0.1554497979892238
53910,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.124210732636118,0.089879905148015,0.1554497979892238
53949,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.124210732636118,0.089879905148015,0.1554497979892238
54965,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.124210732636118,0.089879905148015,0.1554497979892238
53923,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.124210732636118,0.089879905148015,0.1554497979892238
53920,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.124210732636118,0.089879905148015,0.1554497979892238
53926,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.124210732636118,0.089879905148015,0.1554497979892238
54457,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.124210732636118,0.089879905148015,0.1554497979892238
54613,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.124210732636118,0.089879905148015,0.1554497979892238
45693,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.11672099313405923,0,0.13688805425977166
45168,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.11672099313405923,0,0.13688805425977166
